,Series_Title,Released_Year,Certificate,Genre,All_Stars,runtime_in_minutes,IMDB_Rating,Meta_score,Director,No_of_Votes,Gross
572,Forushande,2016,UA,Drama,Babak Karimi,124,7.8,85.0,Asghar Farhadi,51240,"2,402,067"
572,Forushande,2016,UA,Drama,Mina Sadati,124,7.8,85.0,Asghar Farhadi,51240,"2,402,067"
573,Dunkirk,2017,UA,Action,Fionn Whitehead,106,7.8,94.0,Christopher Nolan,555092,"188,373,161"
573,Dunkirk,2017,UA,Action,Barry Keoghan,106,7.8,94.0,Christopher Nolan,555092,"188,373,161"
573,Dunkirk,2017,UA,Action,Mark Rylance,106,7.8,94.0,Christopher Nolan,555092,"188,373,161"
573,Dunkirk,2017,UA,Action,Tom Hardy,106,7.8,94.0,Christopher Nolan,555092,"188,373,161"
573,Dunkirk,2017,UA,Drama,Fionn Whitehead,106,7.8,94.0,Christopher Nolan,555092,"188,373,161"
573,Dunkirk,2017,UA,Drama,Barry Keoghan,106,7.8,94.0,Christopher Nolan,555092,"188,373,161"
573,Dunkirk,2017,UA,Drama,Mark Rylance,106,7.8,94.0,Christopher Nolan,555092,"188,373,161"
573,Dunkirk,2017,UA,Drama,Tom Hardy,106,7.8,94.0,Christopher Nolan,555092,"188,373,161"
573,Dunkirk,2017,UA,History,Fionn Whitehead,106,7.8,94.0,Christopher Nolan,555092,"188,373,161"
573,Dunkirk,2017,UA,History,Barry Keoghan,106,7.8,94.0,Christopher Nolan,555092,"188,373,161"
573,Dunkirk,2017,UA,History,Mark Rylance,106,7.8,94.0,Christopher Nolan,555092,"188,373,161"
573,Dunkirk,2017,UA,History,Tom Hardy,106,7.8,94.0,Christopher Nolan,555092,"188,373,161"
574,Perfetti sconosciuti,2016,,Comedy,Giuseppe Battiston,96,7.8,,Paolo Genovese,57168,
574,Perfetti sconosciuti,2016,,Comedy,Anna Foglietta,96,7.8,,Paolo Genovese,57168,
574,Perfetti sconosciuti,2016,,Comedy,Marco Giallini,96,7.8,,Paolo Genovese,57168,
574,Perfetti sconosciuti,2016,,Comedy,Edoardo Leo,96,7.8,,Paolo Genovese,57168,
574,Perfetti sconosciuti,2016,,Drama,Giuseppe Battiston,96,7.8,,Paolo Genovese,57168,
574,Perfetti sconosciuti,2016,,Drama,Anna Foglietta,96,7.8,,Paolo Genovese,57168,
574,Perfetti sconosciuti,2016,,Drama,Marco Giallini,96,7.8,,Paolo Genovese,57168,
574,Perfetti sconosciuti,2016,,Drama,Edoardo Leo,96,7.8,,Paolo Genovese,57168,
575,Hidden Figures,2016,UA,Biography,Taraji P. Henson,127,7.8,74.0,Theodore Melfi,200876,"169,607,287"
575,Hidden Figures,2016,UA,Biography,Octavia Spencer,127,7.8,74.0,Theodore Melfi,200876,"169,607,287"
575,Hidden Figures,2016,UA,Biography,Janelle Monáe,127,7.8,74.0,Theodore Melfi,200876,"169,607,287"
575,Hidden Figures,2016,UA,Biography,Kevin Costner,127,7.8,74.0,Theodore Melfi,200876,"169,607,287"
575,Hidden Figures,2016,UA,Drama,Taraji P. Henson,127,7.8,74.0,Theodore Melfi,200876,"169,607,287"
575,Hidden Figures,2016,UA,Drama,Octavia Spencer,127,7.8,74.0,Theodore Melfi,200876,"169,607,287"
575,Hidden Figures,2016,UA,Drama,Janelle Monáe,127,7.8,74.0,Theodore Melfi,200876,"169,607,287"
575,Hidden Figures,2016,UA,Drama,Kevin Costner,127,7.8,74.0,Theodore Melfi,200876,"169,607,287"
575,Hidden Figures,2016,UA,History,Taraji P. Henson,127,7.8,74.0,Theodore Melfi,200876,"169,607,287"
575,Hidden Figures,2016,UA,History,Octavia Spencer,127,7.8,74.0,Theodore Melfi,200876,"169,607,287"
575,Hidden Figures,2016,UA,History,Janelle Monáe,127,7.8,74.0,Theodore Melfi,200876,"169,607,287"
575,Hidden Figures,2016,UA,History,Kevin Costner,127,7.8,74.0,Theodore Melfi,200876,"169,607,287"
576,Paddington 2,2017,U,Adventure,Ben Whishaw,103,7.8,88.0,Paul King,61594,"40,442,052"
576,Paddington 2,2017,U,Adventure,Hugh Grant,103,7.8,88.0,Paul King,61594,"40,442,052"
576,Paddington 2,2017,U,Adventure,Hugh Bonneville,103,7.8,88.0,Paul King,61594,"40,442,052"
576,Paddington 2,2017,U,Adventure,Sally Hawkins,103,7.8,88.0,Paul King,61594,"40,442,052"
576,Paddington 2,2017,U,Comedy,Ben Whishaw,103,7.8,88.0,Paul King,61594,"40,442,052"
576,Paddington 2,2017,U,Comedy,Hugh Grant,103,7.8,88.0,Paul King,61594,"40,442,052"
576,Paddington 2,2017,U,Comedy,Hugh Bonneville,103,7.8,88.0,Paul King,61594,"40,442,052"
576,Paddington 2,2017,U,Comedy,Sally Hawkins,103,7.8,88.0,Paul King,61594,"40,442,052"
576,Paddington 2,2017,U,Family,Ben Whishaw,103,7.8,88.0,Paul King,61594,"40,442,052"
576,Paddington 2,2017,U,Family,Hugh Grant,103,7.8,88.0,Paul King,61594,"40,442,052"
576,Paddington 2,2017,U,Family,Hugh Bonneville,103,7.8,88.0,Paul King,61594,"40,442,052"
576,Paddington 2,2017,U,Family,Sally Hawkins,103,7.8,88.0,Paul King,61594,"40,442,052"
577,Udta Punjab,2016,A,Action,Shahid Kapoor,148,7.8,,Abhishek Chaubey,27175,
577,Udta Punjab,2016,A,Action,Alia Bhatt,148,7.8,,Abhishek Chaubey,27175,
577,Udta Punjab,2016,A,Action,Kareena Kapoor,148,7.8,,Abhishek Chaubey,27175,
577,Udta Punjab,2016,A,Action,Diljit Dosanjh,148,7.8,,Abhishek Chaubey,27175,
577,Udta Punjab,2016,A,Crime,Shahid Kapoor,148,7.8,,Abhishek Chaubey,27175,
577,Udta Punjab,2016,A,Crime,Alia Bhatt,148,7.8,,Abhishek Chaubey,27175,
577,Udta Punjab,2016,A,Crime,Kareena Kapoor,148,7.8,,Abhishek Chaubey,27175,
577,Udta Punjab,2016,A,Crime,Diljit Dosanjh,148,7.8,,Abhishek Chaubey,27175,
577,Udta Punjab,2016,A,Drama,Shahid Kapoor,148,7.8,,Abhishek Chaubey,27175,
577,Udta Punjab,2016,A,Drama,Alia Bhatt,148,7.8,,Abhishek Chaubey,27175,
577,Udta Punjab,2016,A,Drama,Kareena Kapoor,148,7.8,,Abhishek Chaubey,27175,
577,Udta Punjab,2016,A,Drama,Diljit Dosanjh,148,7.8,,Abhishek Chaubey,27175,
578,Kubo and the Two Strings,2016,PG,Animation,Charlize Theron,101,7.8,84.0,Travis Knight,118035,"48,023,088"
578,Kubo and the Two Strings,2016,PG,Animation,Art Parkinson,101,7.8,84.0,Travis Knight,118035,"48,023,088"
578,Kubo and the Two Strings,2016,PG,Animation,Matthew McConaughey,101,7.8,84.0,Travis Knight,118035,"48,023,088"
578,Kubo and the Two Strings,2016,PG,Animation,Ralph Fiennes,101,7.8,84.0,Travis Knight,118035,"48,023,088"
578,Kubo and the Two Strings,2016,PG,Action,Charlize Theron,101,7.8,84.0,Travis Knight,118035,"48,023,088"
578,Kubo and the Two Strings,2016,PG,Action,Art Parkinson,101,7.8,84.0,Travis Knight,118035,"48,023,088"
578,Kubo and the Two Strings,2016,PG,Action,Matthew McConaughey,101,7.8,84.0,Travis Knight,118035,"48,023,088"
578,Kubo and the Two Strings,2016,PG,Action,Ralph Fiennes,101,7.8,84.0,Travis Knight,118035,"48,023,088"
578,Kubo and the Two Strings,2016,PG,Adventure,Charlize Theron,101,7.8,84.0,Travis Knight,118035,"48,023,088"
578,Kubo and the Two Strings,2016,PG,Adventure,Art Parkinson,101,7.8,84.0,Travis Knight,118035,"48,023,088"
578,Kubo and the Two Strings,2016,PG,Adventure,Matthew McConaughey,101,7.8,84.0,Travis Knight,118035,"48,023,088"
578,Kubo and the Two Strings,2016,PG,Adventure,Ralph Fiennes,101,7.8,84.0,Travis Knight,118035,"48,023,088"
579,M.S. Dhoni: The Untold Story,2016,U,Biography,Sushant Singh Rajput,184,7.8,,Neeraj Pandey,40416,"1,782,795"
579,M.S. Dhoni: The Untold Story,2016,U,Biography,Kiara Advani,184,7.8,,Neeraj Pandey,40416,"1,782,795"
579,M.S. Dhoni: The Untold Story,2016,U,Biography,Anupam Kher,184,7.8,,Neeraj Pandey,40416,"1,782,795"
579,M.S. Dhoni: The Untold Story,2016,U,Biography,Disha Patani,184,7.8,,Neeraj Pandey,40416,"1,782,795"
579,M.S. Dhoni: The Untold Story,2016,U,Drama,Sushant Singh Rajput,184,7.8,,Neeraj Pandey,40416,"1,782,795"
579,M.S. Dhoni: The Untold Story,2016,U,Drama,Kiara Advani,184,7.8,,Neeraj Pandey,40416,"1,782,795"
579,M.S. Dhoni: The Untold Story,2016,U,Drama,Anupam Kher,184,7.8,,Neeraj Pandey,40416,"1,782,795"
579,M.S. Dhoni: The Untold Story,2016,U,Drama,Disha Patani,184,7.8,,Neeraj Pandey,40416,"1,782,795"
579,M.S. Dhoni: The Untold Story,2016,U,Sport,Sushant Singh Rajput,184,7.8,,Neeraj Pandey,40416,"1,782,795"
579,M.S. Dhoni: The Untold Story,2016,U,Sport,Kiara Advani,184,7.8,,Neeraj Pandey,40416,"1,782,795"
579,M.S. Dhoni: The Untold Story,2016,U,Sport,Anupam Kher,184,7.8,,Neeraj Pandey,40416,"1,782,795"
579,M.S. Dhoni: The Untold Story,2016,U,Sport,Disha Patani,184,7.8,,Neeraj Pandey,40416,"1,782,795"
580,Manchester by the Sea,2016,UA,Drama,Casey Affleck,137,7.8,96.0,Kenneth Lonergan,246963,"47,695,120"
580,Manchester by the Sea,2016,UA,Drama,Michelle Williams,137,7.8,96.0,Kenneth Lonergan,246963,"47,695,120"
580,Manchester by the Sea,2016,UA,Drama,Kyle Chandler,137,7.8,96.0,Kenneth Lonergan,246963,"47,695,120"
580,Manchester by the Sea,2016,UA,Drama,Lucas Hedges,137,7.8,96.0,Kenneth Lonergan,246963,"47,695,120"
581,Under sandet,2015,R,Drama,Roland Møller,100,7.8,75.0,Martin Zandvliet,35539,"435,266"
581,Under sandet,2015,R,Drama,Louis Hofmann,100,7.8,75.0,Martin Zandvliet,35539,"435,266"
581,Under sandet,2015,R,Drama,Joel Basman,100,7.8,75.0,Martin Zandvliet,35539,"435,266"
581,Under sandet,2015,R,Drama,Mikkel Boe Følsgaard,100,7.8,75.0,Martin Zandvliet,35539,"435,266"
581,Under sandet,2015,R,History,Roland Møller,100,7.8,75.0,Martin Zandvliet,35539,"435,266"
581,Under sandet,2015,R,History,Louis Hofmann,100,7.8,75.0,Martin Zandvliet,35539,"435,266"
581,Under sandet,2015,R,History,Joel Basman,100,7.8,75.0,Martin Zandvliet,35539,"435,266"
581,Under sandet,2015,R,History,Mikkel Boe Følsgaard,100,7.8,75.0,Martin Zandvliet,35539,"435,266"
581,Under sandet,2015,R,War,Roland Møller,100,7.8,75.0,Martin Zandvliet,35539,"435,266"
581,Under sandet,2015,R,War,Louis Hofmann,100,7.8,75.0,Martin Zandvliet,35539,"435,266"
581,Under sandet,2015,R,War,Joel Basman,100,7.8,75.0,Martin Zandvliet,35539,"435,266"
581,Under sandet,2015,R,War,Mikkel Boe Følsgaard,100,7.8,75.0,Martin Zandvliet,35539,"435,266"
582,Rogue One,2016,UA,Action,Felicity Jones,133,7.8,65.0,Gareth Edwards,556608,"532,177,324"
582,Rogue One,2016,UA,Action,Diego Luna,133,7.8,65.0,Gareth Edwards,556608,"532,177,324"
582,Rogue One,2016,UA,Action,Alan Tudyk,133,7.8,65.0,Gareth Edwards,556608,"532,177,324"
582,Rogue One,2016,UA,Action,Donnie Yen,133,7.8,65.0,Gareth Edwards,556608,"532,177,324"
582,Rogue One,2016,UA,Adventure,Felicity Jones,133,7.8,65.0,Gareth Edwards,556608,"532,177,324"
582,Rogue One,2016,UA,Adventure,Diego Luna,133,7.8,65.0,Gareth Edwards,556608,"532,177,324"
582,Rogue One,2016,UA,Adventure,Alan Tudyk,133,7.8,65.0,Gareth Edwards,556608,"532,177,324"
582,Rogue One,2016,UA,Adventure,Donnie Yen,133,7.8,65.0,Gareth Edwards,556608,"532,177,324"
582,Rogue One,2016,UA,Sci-Fi,Felicity Jones,133,7.8,65.0,Gareth Edwards,556608,"532,177,324"
582,Rogue One,2016,UA,Sci-Fi,Diego Luna,133,7.8,65.0,Gareth Edwards,556608,"532,177,324"
582,Rogue One,2016,UA,Sci-Fi,Alan Tudyk,133,7.8,65.0,Gareth Edwards,556608,"532,177,324"
582,Rogue One,2016,UA,Sci-Fi,Donnie Yen,133,7.8,65.0,Gareth Edwards,556608,"532,177,324"
583,Captain America: Civil War,2016,UA,Action,Joe Russo,147,7.8,75.0,Anthony Russo,663649,"408,084,349"
583,Captain America: Civil War,2016,UA,Action,Chris Evans,147,7.8,75.0,Anthony Russo,663649,"408,084,349"
583,Captain America: Civil War,2016,UA,Action,Robert Downey Jr.,147,7.8,75.0,Anthony Russo,663649,"408,084,349"
583,Captain America: Civil War,2016,UA,Action,Scarlett Johansson,147,7.8,75.0,Anthony Russo,663649,"408,084,349"
583,Captain America: Civil War,2016,UA,Adventure,Joe Russo,147,7.8,75.0,Anthony Russo,663649,"408,084,349"
583,Captain America: Civil War,2016,UA,Adventure,Chris Evans,147,7.8,75.0,Anthony Russo,663649,"408,084,349"
583,Captain America: Civil War,2016,UA,Adventure,Robert Downey Jr.,147,7.8,75.0,Anthony Russo,663649,"408,084,349"
583,Captain America: Civil War,2016,UA,Adventure,Scarlett Johansson,147,7.8,75.0,Anthony Russo,663649,"408,084,349"
583,Captain America: Civil War,2016,UA,Sci-Fi,Joe Russo,147,7.8,75.0,Anthony Russo,663649,"408,084,349"
583,Captain America: Civil War,2016,UA,Sci-Fi,Chris Evans,147,7.8,75.0,Anthony Russo,663649,"408,084,349"
583,Captain America: Civil War,2016,UA,Sci-Fi,Robert Downey Jr.,147,7.8,75.0,Anthony Russo,663649,"408,084,349"
583,Captain America: Civil War,2016,UA,Sci-Fi,Scarlett Johansson,147,7.8,75.0,Anthony Russo,663649,"408,084,349"
584,The Hateful Eight,2015,A,Crime,Samuel L. Jackson,168,7.8,68.0,Quentin Tarantino,517059,"54,117,416"
584,The Hateful Eight,2015,A,Crime,Kurt Russell,168,7.8,68.0,Quentin Tarantino,517059,"54,117,416"
584,The Hateful Eight,2015,A,Crime,Jennifer Jason Leigh,168,7.8,68.0,Quentin Tarantino,517059,"54,117,416"
584,The Hateful Eight,2015,A,Crime,Walton Goggins,168,7.8,68.0,Quentin Tarantino,517059,"54,117,416"
584,The Hateful Eight,2015,A,Drama,Samuel L. Jackson,168,7.8,68.0,Quentin Tarantino,517059,"54,117,416"
584,The Hateful Eight,2015,A,Drama,Kurt Russell,168,7.8,68.0,Quentin Tarantino,517059,"54,117,416"
584,The Hateful Eight,2015,A,Drama,Jennifer Jason Leigh,168,7.8,68.0,Quentin Tarantino,517059,"54,117,416"
584,The Hateful Eight,2015,A,Drama,Walton Goggins,168,7.8,68.0,Quentin Tarantino,517059,"54,117,416"
584,The Hateful Eight,2015,A,Mystery,Samuel L. Jackson,168,7.8,68.0,Quentin Tarantino,517059,"54,117,416"
584,The Hateful Eight,2015,A,Mystery,Kurt Russell,168,7.8,68.0,Quentin Tarantino,517059,"54,117,416"
584,The Hateful Eight,2015,A,Mystery,Jennifer Jason Leigh,168,7.8,68.0,Quentin Tarantino,517059,"54,117,416"
584,The Hateful Eight,2015,A,Mystery,Walton Goggins,168,7.8,68.0,Quentin Tarantino,517059,"54,117,416"
585,Little Women,2019,U,Drama,Saoirse Ronan,135,7.8,91.0,Greta Gerwig,143250,"108,101,214"
585,Little Women,2019,U,Drama,Emma Watson,135,7.8,91.0,Greta Gerwig,143250,"108,101,214"
585,Little Women,2019,U,Drama,Florence Pugh,135,7.8,91.0,Greta Gerwig,143250,"108,101,214"
585,Little Women,2019,U,Drama,Eliza Scanlen,135,7.8,91.0,Greta Gerwig,143250,"108,101,214"
585,Little Women,2019,U,Romance,Saoirse Ronan,135,7.8,91.0,Greta Gerwig,143250,"108,101,214"
585,Little Women,2019,U,Romance,Emma Watson,135,7.8,91.0,Greta Gerwig,143250,"108,101,214"
585,Little Women,2019,U,Romance,Florence Pugh,135,7.8,91.0,Greta Gerwig,143250,"108,101,214"
585,Little Women,2019,U,Romance,Eliza Scanlen,135,7.8,91.0,Greta Gerwig,143250,"108,101,214"
586,Loving Vincent,2017,UA,Animation,Hugh Welchman,94,7.8,62.0,Dorota Kobiela,50778,"6,735,118"
586,Loving Vincent,2017,UA,Animation,Douglas Booth,94,7.8,62.0,Dorota Kobiela,50778,"6,735,118"
586,Loving Vincent,2017,UA,Animation,Jerome Flynn,94,7.8,62.0,Dorota Kobiela,50778,"6,735,118"
586,Loving Vincent,2017,UA,Animation,Robert Gulaczyk,94,7.8,62.0,Dorota Kobiela,50778,"6,735,118"
586,Loving Vincent,2017,UA,Biography,Hugh Welchman,94,7.8,62.0,Dorota Kobiela,50778,"6,735,118"
586,Loving Vincent,2017,UA,Biography,Douglas Booth,94,7.8,62.0,Dorota Kobiela,50778,"6,735,118"
586,Loving Vincent,2017,UA,Biography,Jerome Flynn,94,7.8,62.0,Dorota Kobiela,50778,"6,735,118"
586,Loving Vincent,2017,UA,Biography,Robert Gulaczyk,94,7.8,62.0,Dorota Kobiela,50778,"6,735,118"
586,Loving Vincent,2017,UA,Crime,Hugh Welchman,94,7.8,62.0,Dorota Kobiela,50778,"6,735,118"
586,Loving Vincent,2017,UA,Crime,Douglas Booth,94,7.8,62.0,Dorota Kobiela,50778,"6,735,118"
586,Loving Vincent,2017,UA,Crime,Jerome Flynn,94,7.8,62.0,Dorota Kobiela,50778,"6,735,118"
586,Loving Vincent,2017,UA,Crime,Robert Gulaczyk,94,7.8,62.0,Dorota Kobiela,50778,"6,735,118"
587,Pride,2014,R,Biography,Bill Nighy,119,7.8,79.0,Matthew Warchus,51841,
587,Pride,2014,R,Biography,Imelda Staunton,119,7.8,79.0,Matthew Warchus,51841,
587,Pride,2014,R,Biography,Dominic West,119,7.8,79.0,Matthew Warchus,51841,
587,Pride,2014,R,Biography,Paddy Considine,119,7.8,79.0,Matthew Warchus,51841,
587,Pride,2014,R,Comedy,Bill Nighy,119,7.8,79.0,Matthew Warchus,51841,
587,Pride,2014,R,Comedy,Imelda Staunton,119,7.8,79.0,Matthew Warchus,51841,
587,Pride,2014,R,Comedy,Dominic West,119,7.8,79.0,Matthew Warchus,51841,
587,Pride,2014,R,Comedy,Paddy Considine,119,7.8,79.0,Matthew Warchus,51841,
587,Pride,2014,R,Drama,Bill Nighy,119,7.8,79.0,Matthew Warchus,51841,
587,Pride,2014,R,Drama,Imelda Staunton,119,7.8,79.0,Matthew Warchus,51841,
587,Pride,2014,R,Drama,Dominic West,119,7.8,79.0,Matthew Warchus,51841,
587,Pride,2014,R,Drama,Paddy Considine,119,7.8,79.0,Matthew Warchus,51841,
588,Le passé,2013,PG-13,Drama,Bérénice Bejo,130,7.8,85.0,Asghar Farhadi,45002,"1,330,596"
588,Le passé,2013,PG-13,Drama,Tahar Rahim,130,7.8,85.0,Asghar Farhadi,45002,"1,330,596"
588,Le passé,2013,PG-13,Drama,Ali Mosaffa,130,7.8,85.0,Asghar Farhadi,45002,"1,330,596"
588,Le passé,2013,PG-13,Drama,Pauline Burlet,130,7.8,85.0,Asghar Farhadi,45002,"1,330,596"
588,Le passé,2013,PG-13,Mystery,Bérénice Bejo,130,7.8,85.0,Asghar Farhadi,45002,"1,330,596"
588,Le passé,2013,PG-13,Mystery,Tahar Rahim,130,7.8,85.0,Asghar Farhadi,45002,"1,330,596"
588,Le passé,2013,PG-13,Mystery,Ali Mosaffa,130,7.8,85.0,Asghar Farhadi,45002,"1,330,596"
588,Le passé,2013,PG-13,Mystery,Pauline Burlet,130,7.8,85.0,Asghar Farhadi,45002,"1,330,596"
589,La grande bellezza,2013,,Drama,Toni Servillo,141,7.8,86.0,Paolo Sorrentino,81125,"2,852,400"
589,La grande bellezza,2013,,Drama,Carlo Verdone,141,7.8,86.0,Paolo Sorrentino,81125,"2,852,400"
589,La grande bellezza,2013,,Drama,Sabrina Ferilli,141,7.8,86.0,Paolo Sorrentino,81125,"2,852,400"
589,La grande bellezza,2013,,Drama,Carlo Buccirosso,141,7.8,86.0,Paolo Sorrentino,81125,"2,852,400"
590,The Lunchbox,2013,U,Drama,Irrfan Khan,104,7.8,76.0,Ritesh Batra,50523,"4,231,500"
590,The Lunchbox,2013,U,Drama,Nimrat Kaur,104,7.8,76.0,Ritesh Batra,50523,"4,231,500"
590,The Lunchbox,2013,U,Drama,Nawazuddin Siddiqui,104,7.8,76.0,Ritesh Batra,50523,"4,231,500"
590,The Lunchbox,2013,U,Drama,Lillete Dubey,104,7.8,76.0,Ritesh Batra,50523,"4,231,500"
590,The Lunchbox,2013,U,Romance,Irrfan Khan,104,7.8,76.0,Ritesh Batra,50523,"4,231,500"
590,The Lunchbox,2013,U,Romance,Nimrat Kaur,104,7.8,76.0,Ritesh Batra,50523,"4,231,500"
590,The Lunchbox,2013,U,Romance,Nawazuddin Siddiqui,104,7.8,76.0,Ritesh Batra,50523,"4,231,500"
590,The Lunchbox,2013,U,Romance,Lillete Dubey,104,7.8,76.0,Ritesh Batra,50523,"4,231,500"
591,Vicky Donor,2012,UA,Comedy,Ayushmann Khurrana,126,7.8,,Shoojit Sircar,39710,"169,209"
591,Vicky Donor,2012,UA,Comedy,Yami Gautam,126,7.8,,Shoojit Sircar,39710,"169,209"
591,Vicky Donor,2012,UA,Comedy,Annu Kapoor,126,7.8,,Shoojit Sircar,39710,"169,209"
591,Vicky Donor,2012,UA,Comedy,Dolly Ahluwalia,126,7.8,,Shoojit Sircar,39710,"169,209"
591,Vicky Donor,2012,UA,Romance,Ayushmann Khurrana,126,7.8,,Shoojit Sircar,39710,"169,209"
591,Vicky Donor,2012,UA,Romance,Yami Gautam,126,7.8,,Shoojit Sircar,39710,"169,209"
591,Vicky Donor,2012,UA,Romance,Annu Kapoor,126,7.8,,Shoojit Sircar,39710,"169,209"
591,Vicky Donor,2012,UA,Romance,Dolly Ahluwalia,126,7.8,,Shoojit Sircar,39710,"169,209"
592,Big Hero 6,2014,U,Animation,Chris Williams,102,7.8,74.0,Don Hall,410983,"222,527,828"
592,Big Hero 6,2014,U,Animation,Ryan Potter,102,7.8,74.0,Don Hall,410983,"222,527,828"
592,Big Hero 6,2014,U,Animation,Scott Adsit,102,7.8,74.0,Don Hall,410983,"222,527,828"
592,Big Hero 6,2014,U,Animation,Jamie Chung,102,7.8,74.0,Don Hall,410983,"222,527,828"
592,Big Hero 6,2014,U,Action,Chris Williams,102,7.8,74.0,Don Hall,410983,"222,527,828"
592,Big Hero 6,2014,U,Action,Ryan Potter,102,7.8,74.0,Don Hall,410983,"222,527,828"
592,Big Hero 6,2014,U,Action,Scott Adsit,102,7.8,74.0,Don Hall,410983,"222,527,828"
592,Big Hero 6,2014,U,Action,Jamie Chung,102,7.8,74.0,Don Hall,410983,"222,527,828"
592,Big Hero 6,2014,U,Adventure,Chris Williams,102,7.8,74.0,Don Hall,410983,"222,527,828"
592,Big Hero 6,2014,U,Adventure,Ryan Potter,102,7.8,74.0,Don Hall,410983,"222,527,828"
592,Big Hero 6,2014,U,Adventure,Scott Adsit,102,7.8,74.0,Don Hall,410983,"222,527,828"
592,Big Hero 6,2014,U,Adventure,Jamie Chung,102,7.8,74.0,Don Hall,410983,"222,527,828"
593,About Time,2013,R,Comedy,Domhnall Gleeson,123,7.8,55.0,Richard Curtis,303032,"15,322,921"
593,About Time,2013,R,Comedy,Rachel McAdams,123,7.8,55.0,Richard Curtis,303032,"15,322,921"
593,About Time,2013,R,Comedy,Bill Nighy,123,7.8,55.0,Richard Curtis,303032,"15,322,921"
593,About Time,2013,R,Comedy,Lydia Wilson,123,7.8,55.0,Richard Curtis,303032,"15,322,921"
593,About Time,2013,R,Drama,Domhnall Gleeson,123,7.8,55.0,Richard Curtis,303032,"15,322,921"
593,About Time,2013,R,Drama,Rachel McAdams,123,7.8,55.0,Richard Curtis,303032,"15,322,921"
593,About Time,2013,R,Drama,Bill Nighy,123,7.8,55.0,Richard Curtis,303032,"15,322,921"
593,About Time,2013,R,Drama,Lydia Wilson,123,7.8,55.0,Richard Curtis,303032,"15,322,921"
593,About Time,2013,R,Fantasy,Domhnall Gleeson,123,7.8,55.0,Richard Curtis,303032,"15,322,921"
593,About Time,2013,R,Fantasy,Rachel McAdams,123,7.8,55.0,Richard Curtis,303032,"15,322,921"
593,About Time,2013,R,Fantasy,Bill Nighy,123,7.8,55.0,Richard Curtis,303032,"15,322,921"
593,About Time,2013,R,Fantasy,Lydia Wilson,123,7.8,55.0,Richard Curtis,303032,"15,322,921"
594,English Vinglish,2012,U,Comedy,Sridevi,134,7.8,,Gauri Shinde,33618,"1,670,773"
594,English Vinglish,2012,U,Comedy,Adil Hussain,134,7.8,,Gauri Shinde,33618,"1,670,773"
594,English Vinglish,2012,U,Comedy,Mehdi Nebbou,134,7.8,,Gauri Shinde,33618,"1,670,773"
594,English Vinglish,2012,U,Comedy,Priya Anand,134,7.8,,Gauri Shinde,33618,"1,670,773"
594,English Vinglish,2012,U,Drama,Sridevi,134,7.8,,Gauri Shinde,33618,"1,670,773"
594,English Vinglish,2012,U,Drama,Adil Hussain,134,7.8,,Gauri Shinde,33618,"1,670,773"
594,English Vinglish,2012,U,Drama,Mehdi Nebbou,134,7.8,,Gauri Shinde,33618,"1,670,773"
594,English Vinglish,2012,U,Drama,Priya Anand,134,7.8,,Gauri Shinde,33618,"1,670,773"
594,English Vinglish,2012,U,Family,Sridevi,134,7.8,,Gauri Shinde,33618,"1,670,773"
594,English Vinglish,2012,U,Family,Adil Hussain,134,7.8,,Gauri Shinde,33618,"1,670,773"
594,English Vinglish,2012,U,Family,Mehdi Nebbou,134,7.8,,Gauri Shinde,33618,"1,670,773"
594,English Vinglish,2012,U,Family,Priya Anand,134,7.8,,Gauri Shinde,33618,"1,670,773"
595,Kaze tachinu,2013,PG-13,Animation,Hideaki Anno,126,7.8,83.0,Hayao Miyazaki,73690,"5,209,580"
595,Kaze tachinu,2013,PG-13,Animation,Hidetoshi Nishijima,126,7.8,83.0,Hayao Miyazaki,73690,"5,209,580"
595,Kaze tachinu,2013,PG-13,Animation,Miori Takimoto,126,7.8,83.0,Hayao Miyazaki,73690,"5,209,580"
595,Kaze tachinu,2013,PG-13,Animation,Masahiko Nishimura,126,7.8,83.0,Hayao Miyazaki,73690,"5,209,580"
595,Kaze tachinu,2013,PG-13,Biography,Hideaki Anno,126,7.8,83.0,Hayao Miyazaki,73690,"5,209,580"
595,Kaze tachinu,2013,PG-13,Biography,Hidetoshi Nishijima,126,7.8,83.0,Hayao Miyazaki,73690,"5,209,580"
595,Kaze tachinu,2013,PG-13,Biography,Miori Takimoto,126,7.8,83.0,Hayao Miyazaki,73690,"5,209,580"
595,Kaze tachinu,2013,PG-13,Biography,Masahiko Nishimura,126,7.8,83.0,Hayao Miyazaki,73690,"5,209,580"
